STOREKEY,MONTH_DATE,MONTHLY_REVENUE,REVENUE_QUARTILE,STORE_PERFORMANCE_LABEL
65,2017-09-01,15577.109999999999,3,LOW_PERFORMANCE
30,2017-09-01,16133.23,3,LOW_PERFORMANCE
48,2017-09-01,16679.62,3,LOW_PERFORMANCE
24,2017-09-01,17514.769999999997,3,LOW_PERFORMANCE
61,2017-09-01,17528.65,3,LOW_PERFORMANCE
36,2017-09-01,17585.1,3,LOW_PERFORMANCE
8,2017-09-01,17735.31,3,LOW_PERFORMANCE
50,2017-09-01,17983.85,3,LOW_PERFORMANCE
64,2017-09-01,18437.55,3,LOW_PERFORMANCE
57,2017-09-01,19026.23,4,HIGH_PERFORMANCE
53,2017-09-01,19130.11,4,HIGH_PERFORMANCE
43,2017-09-01,19449,4,HIGH_PERFORMANCE
6,2017-09-01,21496.620000000003,4,HIGH_PERFORMANCE
40,2017-09-01,22059,4,HIGH_PERFORMANCE
51,2017-09-01,23587.500000000004,4,HIGH_PERFORMANCE
56,2017-09-01,24656.07,4,HIGH_PERFORMANCE
44,2017-09-01,25451.590000000004,4,HIGH_PERFORMANCE
38,2017-09-01,28164.010000000002,4,HIGH_PERFORMANCE
55,2017-09-01,29434.469999999998,4,HIGH_PERFORMANCE
45,2017-09-01,32120.179999999997,4,HIGH_PERFORMANCE
0,2017-09-01,102301.87000000001,4,HIGH_PERFORMANCE
39,2017-10-01,33.98,1,LOW_PERFORMANCE
20,2017-10-01,644.46,1,LOW_PERFORMANCE
66,2017-10-01,858.6,1,LOW_PERFORMANCE
23,2017-10-01,986.4100000000001,1,LOW_PERFORMANCE
32,2017-10-01,1039.85,1,LOW_PERFORMANCE
34,2017-10-01,1491.98,1,LOW_PERFORMANCE
27,2017-10-01,1582.35,1,LOW_PERFORMANCE
19,2017-10-01,1725.8200000000002,1,LOW_PERFORMANCE
10,2017-10-01,1806.76,1,LOW_PERFORMANCE
17,2017-10-01,2107.88,1,LOW_PERFORMANCE
15,2017-10-01,3000,1,LOW_PERFORMANCE
5,2017-10-01,3134.6299999999997,1,LOW_PERFORMANCE
50,2017-10-01,3751.36,2,LOW_PERFORMANCE
1,2017-10-01,3779.2799999999997,2,LOW_PERFORMANCE
13,2017-10-01,3877.96,2,LOW_PERFORMANCE
38,2017-10-01,4692.32,2,LOW_PERFORMANCE
59,2017-10-01,5008.91,2,LOW_PERFORMANCE
42,2017-10-01,5706.58,2,LOW_PERFORMANCE
61,2017-10-01,6279.059999999999,2,LOW_PERFORMANCE
37,2017-10-01,6705.1799999999985,2,LOW_PERFORMANCE
33,2017-10-01,7377.32,2,LOW_PERFORMANCE
41,2017-10-01,7441.1900000000005,2,LOW_PERFORMANCE
53,2017-10-01,7890.709999999999,2,LOW_PERFORMANCE
40,2017-10-01,10570.89,2,LOW_PERFORMANCE
45,2017-10-01,10766.85,3,LOW_PERFORMANCE
4,2017-10-01,11977.039999999999,3,LOW_PERFORMANCE
48,2017-10-01,12017.12,3,LOW_PERFORMANCE
8,2017-10-01,12372.15,3,LOW_PERFORMANCE
43,2017-10-01,12423.53,3,LOW_PERFORMANCE
64,2017-10-01,12801.57,3,LOW_PERFORMANCE
22,2017-10-01,12807.350000000002,3,LOW_PERFORMANCE
44,2017-10-01,13133.679999999998,3,LOW_PERFORMANCE
6,2017-10-01,13176.949999999999,3,LOW_PERFORMANCE
51,2017-10-01,15127,3,LOW_PERFORMANCE
56,2017-10-01,15983.210000000001,3,LOW_PERFORMANCE
54,2017-10-01,16227.34,4,HIGH_PERFORMANCE
30,2017-10-01,16862.159999999996,4,HIGH_PERFORMANCE
36,2017-10-01,17145.79,4,HIGH_PERFORMANCE
57,2017-10-01,21653.469999999998,4,HIGH_PERFORMANCE
63,2017-10-01,22573.670000000002,4,HIGH_PERFORMANCE
29,2017-10-01,23350.469999999998,4,HIGH_PERFORMANCE
47,2017-10-01,24340.95,4,HIGH_PERFORMANCE
9,2017-10-01,26317.350000000002,4,HIGH_PERFORMANCE
65,2017-10-01,29541.77,4,HIGH_PERFORMANCE
55,2017-10-01,35326.880000000005,4,HIGH_PERFORMANCE
0,2017-10-01,161101.64999999997,4,HIGH_PERFORMANCE
32,2017-11-01,401.98,1,LOW_PERFORMANCE
6,2017-11-01,985,1,LOW_PERFORMANCE
54,2017-11-01,1389.71,1,LOW_PERFORMANCE
19,2017-11-01,2023.67,1,LOW_PERFORMANCE
13,2017-11-01,2226.84,1,LOW_PERFORMANCE
15,2017-11-01,2315.86,1,LOW_PERFORMANCE
29,2017-11-01,2824.9300000000003,1,LOW_PERFORMANCE
27,2017-11-01,2975.44,1,LOW_PERFORMANCE
14,2017-11-01,3086.7599999999993,1,LOW_PERFORMANCE
37,2017-11-01,3156.27,1,LOW_PERFORMANCE
55,2017-11-01,3310.6699999999996,1,LOW_PERFORMANCE
23,2017-11-01,3879.05,1,LOW_PERFORMANCE
24,2017-11-01,3907.74,1,LOW_PERFORMANCE
10,2017-11-01,3981.2500000000005,2,LOW_PERFORMANCE
22,2017-11-01,5485.7,2,LOW_PERFORMANCE
34,2017-11-01,5625.360000000001,2,LOW_PERFORMANCE
20,2017-11-01,5768.83,2,LOW_PERFORMANCE
38,2017-11-01,5794.14,2,LOW_PERFORMANCE
17,2017-11-01,6352,2,LOW_PERFORMANCE
33,2017-11-01,7319.48,2,LOW_PERFORMANCE
1,2017-11-01,7432.6,2,LOW_PERFORMANCE
41,2017-11-01,7533.03,2,LOW_PERFORMANCE
57,2017-11-01,7643.470000000001,2,LOW_PERFORMANCE
12,2017-11-01,8566.89,2,LOW_PERFORMANCE
45,2017-11-01,9862.710000000001,2,LOW_PERFORMANCE
5,2017-11-01,10561.24,2,LOW_PERFORMANCE
61,2017-11-01,10984.52,3,LOW_PERFORMANCE
40,2017-11-01,11301.3,3,LOW_PERFORMANCE
36,2017-11-01,11944.579999999998,3,LOW_PERFORMANCE
8,2017-11-01,12522.669999999998,3,LOW_PERFORMANCE
31,2017-11-01,12789.45,3,LOW_PERFORMANCE
4,2017-11-01,12946.71,3,LOW_PERFORMANCE
30,2017-11-01,13521.16,3,LOW_PERFORMANCE
59,2017-11-01,13838.029999999997,3,LOW_PERFORMANCE
56,2017-11-01,15209.81,3,LOW_PERFORMANCE
65,2017-11-01,15393.349999999999,3,LOW_PERFORMANCE
9,2017-11-01,15454.049999999994,3,LOW_PERFORMANCE
42,2017-11-01,15938.340000000002,3,LOW_PERFORMANCE
63,2017-11-01,17738.1,4,HIGH_PERFORMANCE
47,2017-11-01,17832.31,4,HIGH_PERFORMANCE
43,2017-11-01,17965.86,4,HIGH_PERFORMANCE
53,2017-11-01,19573.219999999998,4,HIGH_PERFORMANCE
39,2017-11-01,19845.6,4,HIGH_PERFORMANCE
51,2017-11-01,20568.18,4,HIGH_PERFORMANCE
66,2017-11-01,22728.74,4,HIGH_PERFORMANCE
48,2017-11-01,23099.88,4,HIGH_PERFORMANCE
50,2017-11-01,23936.429999999997,4,HIGH_PERFORMANCE
64,2017-11-01,27923.070000000003,4,HIGH_PERFORMANCE
44,2017-11-01,31392.320000000007,4,HIGH_PERFORMANCE
0,2017-11-01,126864.68999999996,4,HIGH_PERFORMANCE
4,2017-12-01,1600,1,LOW_PERFORMANCE
32,2017-12-01,1792.33,1,LOW_PERFORMANCE
20,2017-12-01,3002.73,1,LOW_PERFORMANCE
13,2017-12-01,3500.0299999999997,1,LOW_PERFORMANCE
15,2017-12-01,4357.919999999999,1,LOW_PERFORMANCE
12,2017-12-01,5014.23,1,LOW_PERFORMANCE
16,2017-12-01,6145.5199999999995,1,LOW_PERFORMANCE
1,2017-12-01,6474.259999999998,1,LOW_PERFORMANCE
33,2017-12-01,7809.179999999999,1,LOW_PERFORMANCE
6,2017-12-01,8209.57,1,LOW_PERFORMANCE
23,2017-12-01,8529.81,1,LOW_PERFORMANCE
29,2017-12-01,9091.98,1,LOW_PERFORMANCE
31,2017-12-01,9388.619999999999,1,LOW_PERFORMANCE
14,2017-12-01,10164.53,2,LOW_PERFORMANCE
30,2017-12-01,10516.580000000002,2,LOW_PERFORMANCE
10,2017-12-01,11044.789999999999,2,LOW_PERFORMANCE
5,2017-12-01,11247.67,2,LOW_PERFORMANCE
47,2017-12-01,11769.639999999998,2,LOW_PERFORMANCE
42,2017-12-01,12036.269999999999,2,LOW_PERFORMANCE
39,2017-12-01,12543.5,2,LOW_PERFORMANCE
34,2017-12-01,12905.330000000002,2,LOW_PERFORMANCE
63,2017-12-01,13081.33,2,LOW_PERFORMANCE
41,2017-12-01,14027.73,2,LOW_PERFORMANCE
40,2017-12-01,14619.95,2,LOW_PERFORMANCE
19,2017-12-01,14922.61,2,LOW_PERFORMANCE
18,2017-12-01,17123.82,2,LOW_PERFORMANCE
44,2017-12-01,17428.88,3,LOW_PERFORMANCE
51,2017-12-01,18179.65,3,LOW_PERFORMANCE
65,2017-12-01,18742.94,3,LOW_PERFORMANCE
22,2017-12-01,18756.97,3,LOW_PERFORMANCE
36,2017-12-01,19625.420000000002,3,LOW_PERFORMANCE
55,2017-12-01,20100.34,3,LOW_PERFORMANCE
24,2017-12-01,21718.139999999996,3,LOW_PERFORMANCE
45,2017-12-01,23800.01,3,LOW_PERFORMANCE
57,2017-12-01,24933.04,3,LOW_PERFORMANCE
38,2017-12-01,26495.600000000006,3,LOW_PERFORMANCE
37,2017-12-01,26722.57,3,LOW_PERFORMANCE
66,2017-12-01,27525.039999999997,3,LOW_PERFORMANCE
43,2017-12-01,28714.560000000005,3,LOW_PERFORMANCE
48,2017-12-01,29778.48,4,HIGH_PERFORMANCE
50,2017-12-01,31094.79,4,HIGH_PERFORMANCE
53,2017-12-01,33768.619999999995,4,HIGH_PERFORMANCE
56,2017-12-01,35919.13,4,HIGH_PERFORMANCE
61,2017-12-01,36001.670000000006,4,HIGH_PERFORMANCE
59,2017-12-01,38739.98999999999,4,HIGH_PERFORMANCE
64,2017-12-01,39666,4,HIGH_PERFORMANCE
9,2017-12-01,45501.98,4,HIGH_PERFORMANCE
54,2017-12-01,48867.740000000005,4,HIGH_PERFORMANCE
27,2017-12-01,49125.51,4,HIGH_PERFORMANCE
8,2017-12-01,51688.31,4,HIGH_PERFORMANCE
0,2017-12-01,313361.7599999999,4,HIGH_PERFORMANCE
14,2018-01-01,88.62,1,LOW_PERFORMANCE
18,2018-01-01,91.96,1,LOW_PERFORMANCE
48,2018-01-01,1064.88,1,LOW_PERFORMANCE
33,2018-01-01,1105.96,1,LOW_PERFORMANCE
13,2018-01-01,1357.98,1,LOW_PERFORMANCE
12,2018-01-01,1984,1,LOW_PERFORMANCE
43,2018-01-01,2817.2100000000005,1,LOW_PERFORMANCE
4,2018-01-01,3615.6100000000006,1,LOW_PERFORMANCE
19,2018-01-01,3971.15,1,LOW_PERFORMANCE
17,2018-01-01,4640,1,LOW_PERFORMANCE
5,2018-01-01,4767,1,LOW_PERFORMANCE
32,2018-01-01,5373.39,1,LOW_PERFORMANCE
6,2018-01-01,5571.86,1,LOW_PERFORMANCE
24,2018-01-01,5613.93,2,LOW_PERFORMANCE
27,2018-01-01,5673.69,2,LOW_PERFORMANCE
1,2018-01-01,8173.490000000001,2,LOW_PERFORMANCE
34,2018-01-01,8433.27,2,LOW_PERFORMANCE
36,2018-01-01,8622.8,2,LOW_PERFORMANCE
59,2018-01-01,9365.470000000001,2,LOW_PERFORMANCE
61,2018-01-01,10012.579999999998,2,LOW_PERFORMANCE
29,2018-01-01,11589.820000000002,2,LOW_PERFORMANCE
51,2018-01-01,11931.449999999999,2,LOW_PERFORMANCE
47,2018-01-01,12333.87,2,LOW_PERFORMANCE
37,2018-01-01,12529.64,2,LOW_PERFORMANCE
30,2018-01-01,13031.47,2,LOW_PERFORMANCE
38,2018-01-01,13520.41,2,LOW_PERFORMANCE
31,2018-01-01,15294.689999999999,3,LOW_PERFORMANCE
45,2018-01-01,15876.139999999998,3,LOW_PERFORMANCE
42,2018-01-01,16249.610000000002,3,LOW_PERFORMANCE
20,2018-01-01,17310.530000000002,3,LOW_PERFORMANCE
65,2018-01-01,17449.02,3,LOW_PERFORMANCE
23,2018-01-01,18275.41,3,LOW_PERFORMANCE
50,2018-01-01,18711.439999999995,3,LOW_PERFORMANCE
63,2018-01-01,20065.23,3,LOW_PERFORMANCE
39,2018-01-01,20606.880000000005,3,LOW_PERFORMANCE
55,2018-01-01,20920.079999999998,3,LOW_PERFORMANCE
66,2018-01-01,21134.39,3,LOW_PERFORMANCE
54,2018-01-01,22204.370000000003,3,LOW_PERFORMANCE
44,2018-01-01,22837.839999999997,4,HIGH_PERFORMANCE
40,2018-01-01,23342.239999999998,4,HIGH_PERFORMANCE
57,2018-01-01,23671.819999999996,4,HIGH_PERFORMANCE
41,2018-01-01,24582.13,4,HIGH_PERFORMANCE
22,2018-01-01,24638.100000000002,4,HIGH_PERFORMANCE
9,2018-01-01,28318.23,4,HIGH_PERFORMANCE
53,2018-01-01,28581.76,4,HIGH_PERFORMANCE
64,2018-01-01,29488.02,4,HIGH_PERFORMANCE
10,2018-01-01,30278.010000000002,4,HIGH_PERFORMANCE
56,2018-01-01,67434.65999999999,4,HIGH_PERFORMANCE
8,2018-01-01,73059.19,4,HIGH_PERFORMANCE
0,2018-01-01,149464.05000000005,4,HIGH_PERFORMANCE
17,2018-02-01,149.99,1,LOW_PERFORMANCE
15,2018-02-01,449.99,1,LOW_PERFORMANCE
1,2018-02-01,762.96,1,LOW_PERFORMANCE
18,2018-02-01,1227.68,1,LOW_PERFORMANCE
14,2018-02-01,1314,1,LOW_PERFORMANCE
27,2018-02-01,3625.74,1,LOW_PERFORMANCE
32,2018-02-01,4493.93,1,LOW_PERFORMANCE
22,2018-02-01,5059.73,1,LOW_PERFORMANCE
31,2018-02-01,5872.969999999999,1,LOW_PERFORMANCE
12,2018-02-01,7742.59,1,LOW_PERFORMANCE
36,2018-02-01,8158.34,1,LOW_PERFORMANCE
44,2018-02-01,8909.34,1,LOW_PERFORMANCE
4,2018-02-01,9128.41,1,LOW_PERFORMANCE
10,2018-02-01,9615.229999999998,2,LOW_PERFORMANCE
55,2018-02-01,11710.659999999998,2,LOW_PERFORMANCE
6,2018-02-01,12099.2,2,LOW_PERFORMANCE
41,2018-02-01,12183.759999999998,2,LOW_PERFORMANCE
40,2018-02-01,12436.93,2,LOW_PERFORMANCE
43,2018-02-01,12901.279999999999,2,LOW_PERFORMANCE
47,2018-02-01,14064.47,2,LOW_PERFORMANCE
33,2018-02-01,14862.55,2,LOW_PERFORMANCE
61,2018-02-01,14982.129999999997,2,LOW_PERFORMANCE
48,2018-02-01,15991,2,LOW_PERFORMANCE
8,2018-02-01,18255.309999999998,2,LOW_PERFORMANCE
38,2018-02-01,20295.660000000003,2,LOW_PERFORMANCE
39,2018-02-01,20626.370000000003,2,LOW_PERFORMANCE
54,2018-02-01,20833.680000000004,3,LOW_PERFORMANCE
16,2018-02-01,20994.84,3,LOW_PERFORMANCE
24,2018-02-01,21417.83,3,LOW_PERFORMANCE
30,2018-02-01,24822.199999999997,3,LOW_PERFORMANCE
53,2018-02-01,24890.49,3,LOW_PERFORMANCE
51,2018-02-01,25214.850000000002,3,LOW_PERFORMANCE
5,2018-02-01,25571.77,3,LOW_PERFORMANCE
23,2018-02-01,26293.910000000003,3,LOW_PERFORMANCE
63,2018-02-01,28695.690000000002,3,LOW_PERFORMANCE
45,2018-02-01,29685.139999999996,3,LOW_PERFORMANCE
65,2018-02-01,29787.500000000004,3,LOW_PERFORMANCE
37,2018-02-01,30043.620000000006,3,LOW_PERFORMANCE
42,2018-02-01,31201.85,3,LOW_PERFORMANCE
64,2018-02-01,31381.280000000002,4,HIGH_PERFORMANCE
19,2018-02-01,33790.08,4,HIGH_PERFORMANCE
9,2018-02-01,35795.439999999995,4,HIGH_PERFORMANCE
50,2018-02-01,37013.149999999994,4,HIGH_PERFORMANCE
20,2018-02-01,39084.28999999999,4,HIGH_PERFORMANCE
34,2018-02-01,39719.23,4,HIGH_PERFORMANCE
29,2018-02-01,47820.21,4,HIGH_PERFORMANCE
66,2018-02-01,48906.93,4,HIGH_PERFORMANCE
59,2018-02-01,48907.04,4,HIGH_PERFORMANCE
56,2018-02-01,55819.82,4,HIGH_PERFORMANCE
57,2018-02-01,60248.259999999995,4,HIGH_PERFORMANCE
0,2018-02-01,279483.3799999999,4,HIGH_PERFORMANCE
29,2018-03-01,86,1,LOW_PERFORMANCE
36,2018-03-01,472.15,1,LOW_PERFORMANCE
4,2018-03-01,866.97,1,LOW_PERFORMANCE
64,2018-03-01,1026.78,1,LOW_PERFORMANCE
5,2018-03-01,1124.91,1,LOW_PERFORMANCE
31,2018-03-01,1142,1,LOW_PERFORMANCE
44,2018-03-01,1190.46,1,LOW_PERFORMANCE
6,2018-03-01,1294.89,1,LOW_PERFORMANCE
57,2018-03-01,1833.21,1,LOW_PERFORMANCE
54,2018-03-01,2080.6099999999997,1,LOW_PERFORMANCE
23,2018-03-01,2243.8,1,LOW_PERFORMANCE
41,2018-03-01,3208.2,2,LOW_PERFORMANCE
38,2018-03-01,3710.4,2,LOW_PERFORMANCE
20,2018-03-01,4159.87,2,LOW_PERFORMANCE
40,2018-03-01,4281.31,2,LOW_PERFORMANCE
19,2018-03-01,4541.79,2,LOW_PERFORMANCE
45,2018-03-01,4831.539999999999,2,LOW_PERFORMANCE
24,2018-03-01,5272.45,2,LOW_PERFORMANCE
22,2018-03-01,7090.91,2,LOW_PERFORMANCE
66,2018-03-01,7236.42,2,LOW_PERFORMANCE
61,2018-03-01,7240.32,2,LOW_PERFORMANCE
59,2018-03-01,8162.61,3,LOW_PERFORMANCE
10,2018-03-01,8518.23,3,LOW_PERFORMANCE
53,2018-03-01,8713.74,3,LOW_PERFORMANCE
42,2018-03-01,8820.93,3,LOW_PERFORMANCE
56,2018-03-01,9407.789999999999,3,LOW_PERFORMANCE
39,2018-03-01,9734.55,3,LOW_PERFORMANCE
47,2018-03-01,9764.509999999998,3,LOW_PERFORMANCE
65,2018-03-01,10103.319999999998,3,LOW_PERFORMANCE
34,2018-03-01,11374.23,3,LOW_PERFORMANCE
30,2018-03-01,12547.41,3,LOW_PERFORMANCE
51,2018-03-01,12757.24,4,HIGH_PERFORMANCE
43,2018-03-01,15265.41,4,HIGH_PERFORMANCE
8,2018-03-01,16980.02,4,HIGH_PERFORMANCE
63,2018-03-01,17277.55,4,HIGH_PERFORMANCE
50,2018-03-01,18380.77,4,HIGH_PERFORMANCE
48,2018-03-01,20015.88,4,HIGH_PERFORMANCE
55,2018-03-01,20658.370000000003,4,HIGH_PERFORMANCE
9,2018-03-01,22402.66,4,HIGH_PERFORMANCE
27,2018-03-01,31126.04,4,HIGH_PERFORMANCE
0,2018-03-01,98004.9,4,HIGH_PERFORMANCE
50,2018-04-01,32.99,1,LOW_PERFORMANCE
66,2018-04-01,109.95,1,LOW_PERFORMANCE
55,2018-04-01,173.64000000000001,1,LOW_PERFORMANCE
41,2018-04-01,289.99,1,LOW_PERFORMANCE
23,2018-04-01,394.96,1,LOW_PERFORMANCE
15,2018-04-01,497.95,1,LOW_PERFORMANCE
27,2018-04-01,617.48,2,LOW_PERFORMANCE
47,2018-04-01,1837,2,LOW_PERFORMANCE
10,2018-04-01,1997.8200000000002,2,LOW_PERFORMANCE
8,2018-04-01,2082.82,2,LOW_PERFORMANCE
30,2018-04-01,2491.15,2,LOW_PERFORMANCE
36,2018-04-01,2632.65,2,LOW_PERFORMANCE
40,2018-04-01,2673.92,3,LOW_PERFORMANCE
64,2018-04-01,2826.9199999999996,3,LOW_PERFORMANCE
5,2018-04-01,2838.96,3,LOW_PERFORMANCE
51,2018-04-01,3527.58,3,LOW_PERFORMANCE
54,2018-04-01,4124.71,3,LOW_PERFORMANCE
39,2018-04-01,4150,3,LOW_PERFORMANCE
29,2018-04-01,5013.75,4,HIGH_PERFORMANCE
44,2018-04-01,5107.95,4,HIGH_PERFORMANCE
17,2018-04-01,8250,4,HIGH_PERFORMANCE
0,2018-04-01,8853.619999999999,4,HIGH_PERFORMANCE
53,2018-04-01,10101.73,4,HIGH_PERFORMANCE
1,2018-05-01,494.95,1,LOW_PERFORMANCE
33,2018-05-01,809.99,1,LOW_PERFORMANCE
15,2018-05-01,1199,1,LOW_PERFORMANCE
17,2018-05-01,2238.6499999999996,1,LOW_PERFORMANCE
14,2018-05-01,2555.67,1,LOW_PERFORMANCE
16,2018-05-01,2648.99,1,LOW_PERFORMANCE
37,2018-05-01,2724.67,1,LOW_PERFORMANCE
43,2018-05-01,3373.99,1,LOW_PERFORMANCE
51,2018-05-01,3842.79,1,LOW_PERFORMANCE
34,2018-05-01,4181.82,1,LOW_PERFORMANCE
12,2018-05-01,4536.79,1,LOW_PERFORMANCE
19,2018-05-01,6577.79,1,LOW_PERFORMANCE
41,2018-05-01,7567.83,1,LOW_PERFORMANCE
59,2018-05-01,8090.409999999999,2,LOW_PERFORMANCE
27,2018-05-01,8808.669999999998,2,LOW_PERFORMANCE
24,2018-05-01,9315.2,2,LOW_PERFORMANCE
55,2018-05-01,9899.3,2,LOW_PERFORMANCE
32,2018-05-01,11039.01,2,LOW_PERFORMANCE
39,2018-05-01,11662.479999999998,2,LOW_PERFORMANCE
6,2018-05-01,12199.55,2,LOW_PERFORMANCE
38,2018-05-01,13254.66,2,LOW_PERFORMANCE
42,2018-05-01,15108.63,2,LOW_PERFORMANCE
66,2018-05-01,15189.899999999998,2,LOW_PERFORMANCE
30,2018-05-01,17823.189999999995,2,LOW_PERFORMANCE
56,2018-05-01,18003.839999999997,2,LOW_PERFORMANCE
20,2018-05-01,18270.760000000002,3,LOW_PERFORMANCE
29,2018-05-01,19148.41,3,LOW_PERFORMANCE
65,2018-05-01,19314.879999999997,3,LOW_PERFORMANCE
5,2018-05-01,20016.22,3,LOW_PERFORMANCE
22,2018-05-01,20666.5,3,LOW_PERFORMANCE
23,2018-05-01,22556.9,3,LOW_PERFORMANCE
36,2018-05-01,22826.009999999995,3,LOW_PERFORMANCE
40,2018-05-01,23434.21,3,LOW_PERFORMANCE
4,2018-05-01,24665.21,3,LOW_PERFORMANCE
9,2018-05-01,25093.700000000004,3,LOW_PERFORMANCE
44,2018-05-01,27228.290000000008,3,LOW_PERFORMANCE
54,2018-05-01,27432.33,3,LOW_PERFORMANCE
8,2018-05-01,29377.079999999998,4,HIGH_PERFORMANCE
53,2018-05-01,31190.130000000005,4,HIGH_PERFORMANCE
63,2018-05-01,31351.67,4,HIGH_PERFORMANCE
45,2018-05-01,32030.410000000003,4,HIGH_PERFORMANCE
10,2018-05-01,34382.52,4,HIGH_PERFORMANCE
48,2018-05-01,34771.17,4,HIGH_PERFORMANCE
64,2018-05-01,38271.170000000006,4,HIGH_PERFORMANCE
47,2018-05-01,42629.61,4,HIGH_PERFORMANCE
61,2018-05-01,44267.56,4,HIGH_PERFORMANCE
57,2018-05-01,54658.04000000001,4,HIGH_PERFORMANCE
50,2018-05-01,54782.93,4,HIGH_PERFORMANCE
0,2018-05-01,181752.08000000005,4,HIGH_PERFORMANCE
33,2018-06-01,1197.0700000000002,1,LOW_PERFORMANCE
1,2018-06-01,1400.29,1,LOW_PERFORMANCE
13,2018-06-01,1523.99,1,LOW_PERFORMANCE
16,2018-06-01,1609.3,1,LOW_PERFORMANCE
15,2018-06-01,1849.91,1,LOW_PERFORMANCE
32,2018-06-01,1975.9699999999998,1,LOW_PERFORMANCE
6,2018-06-01,3268.95,1,LOW_PERFORMANCE
4,2018-06-01,4523.52,1,LOW_PERFORMANCE
17,2018-06-01,4543.18,1,LOW_PERFORMANCE
23,2018-06-01,5077.96,1,LOW_PERFORMANCE
24,2018-06-01,6141.7,1,LOW_PERFORMANCE
47,2018-06-01,6236.709999999999,1,LOW_PERFORMANCE
57,2018-06-01,6436.9800000000005,1,LOW_PERFORMANCE
31,2018-06-01,6765.54,1,LOW_PERFORMANCE
34,2018-06-01,7554.969999999999,2,LOW_PERFORMANCE
21,2018-06-01,8337.5,2,LOW_PERFORMANCE
36,2018-06-01,9654.72,2,LOW_PERFORMANCE
56,2018-06-01,9682.8,2,LOW_PERFORMANCE
12,2018-06-01,9774.67,2,LOW_PERFORMANCE
42,2018-06-01,9814.32,2,LOW_PERFORMANCE
20,2018-06-01,9914.390000000001,2,LOW_PERFORMANCE
63,2018-06-01,9942.619999999999,2,LOW_PERFORMANCE
27,2018-06-01,10137.649999999998,2,LOW_PERFORMANCE
48,2018-06-01,10457.720000000001,2,LOW_PERFORMANCE
19,2018-06-01,10933.899999999998,2,LOW_PERFORMANCE
61,2018-06-01,11011.349999999999,2,LOW_PERFORMANCE
5,2018-06-01,11434.179999999998,2,LOW_PERFORMANCE
40,2018-06-01,12265.8,3,LOW_PERFORMANCE
9,2018-06-01,12275.299999999997,3,LOW_PERFORMANCE
51,2018-06-01,12925.63,3,LOW_PERFORMANCE
8,2018-06-01,13300.45,3,LOW_PERFORMANCE
39,2018-06-01,14565.209999999997,3,LOW_PERFORMANCE
22,2018-06-01,15219.569999999998,3,LOW_PERFORMANCE
64,2018-06-01,15222.83,3,LOW_PERFORMANCE
44,2018-06-01,17155.68,3,LOW_PERFORMANCE
53,2018-06-01,17657.72,3,LOW_PERFORMANCE
66,2018-06-01,18077.390000000003,3,LOW_PERFORMANCE
65,2018-06-01,18733.449999999997,3,LOW_PERFORMANCE
37,2018-06-01,20057.68,3,LOW_PERFORMANCE
49,2018-06-01,20448.239999999994,3,LOW_PERFORMANCE
62,2018-06-01,20486.93,4,HIGH_PERFORMANCE
59,2018-06-01,23086.29,4,HIGH_PERFORMANCE
50,2018-06-01,23931.62,4,HIGH_PERFORMANCE
43,2018-06-01,27285.15,4,HIGH_PERFORMANCE
10,2018-06-01,27739.77,4,HIGH_PERFORMANCE
41,2018-06-01,29600.410000000003,4,HIGH_PERFORMANCE
54,2018-06-01,30011.750000000004,4,HIGH_PERFORMANCE
45,2018-06-01,33566.79,4,HIGH_PERFORMANCE
55,2018-06-01,35211.74000000001,4,HIGH_PERFORMANCE
29,2018-06-01,37053.72,4,HIGH_PERFORMANCE
38,2018-06-01,38906.659999999996,4,HIGH_PERFORMANCE
30,2018-06-01,72316.03,4,HIGH_PERFORMANCE
0,2018-06-01,185671.66,4,HIGH_PERFORMANCE
31,2018-07-01,79,1,LOW_PERFORMANCE
34,2018-07-01,758,1,LOW_PERFORMANCE
6,2018-07-01,759,1,LOW_PERFORMANCE
20,2018-07-01,816.3600000000001,1,LOW_PERFORMANCE
13,2018-07-01,865.98,1,LOW_PERFORMANCE
33,2018-07-01,913.2900000000001,1,LOW_PERFORMANCE
27,2018-07-01,947.9300000000001,1,LOW_PERFORMANCE
16,2018-07-01,1356.8200000000002,1,LOW_PERFORMANCE
21,2018-07-01,2592.21,1,LOW_PERFORMANCE
30,2018-07-01,3041.98,1,LOW_PERFORMANCE
24,2018-07-01,4644.35,1,LOW_PERFORMANCE
29,2018-07-01,4724.45,1,LOW_PERFORMANCE
15,2018-07-01,4875.94,1,LOW_PERFORMANCE
23,2018-07-01,4894.9400000000005,2,LOW_PERFORMANCE
32,2018-07-01,5788.48,2,LOW_PERFORMANCE
4,2018-07-01,9187.460000000001,2,LOW_PERFORMANCE
36,2018-07-01,10814.94,2,LOW_PERFORMANCE
18,2018-07-01,10963.32,2,LOW_PERFORMANCE
22,2018-07-01,12797.63,2,LOW_PERFORMANCE
39,2018-07-01,13425.959999999997,2,LOW_PERFORMANCE
53,2018-07-01,13493.550000000001,2,LOW_PERFORMANCE
43,2018-07-01,14288.55,2,LOW_PERFORMANCE
10,2018-07-01,15514.47,2,LOW_PERFORMANCE
40,2018-07-01,16129.779999999999,2,LOW_PERFORMANCE
37,2018-07-01,16220.039999999999,2,LOW_PERFORMANCE
