YEAR_AND_MONTH,PRODUCTKEY,STOREKEY,TOTAL_UNITS_SOLD,REVENUE_LAST_MONTH,REVENUE_3_LAST_MONTH,MONTH,QUARTER,TARGET_REVENUE_USD
2019-12,81,57,2,40.55,81.10,12,4,81.10
2019-12,82,0,8,162.20,121.65,12,4,324.40
2019-12,85,0,2,199.98,299.97,12,4,199.98
2019-12,85,59,4,599.94,199.98,12,4,399.96
2019-12,89,0,1,149.99,449.97,12,4,149.99
2019-12,90,0,1,749.95,749.95,12,4,149.99
2019-12,91,0,2,449.97,149.99,12,4,299.98
2019-12,95,55,8,134.80,67.40,12,4,539.20
2019-12,96,0,1,404.40,134.80,12,4,67.40
2019-12,97,0,1,269.60,67.40,12,4,67.40
2019-12,98,36,1,240.00,240.00,12,4,120.00
2019-12,99,0,9,120.00,120.00,12,4,1080.00
2019-12,101,0,8,720.00,120.00,12,4,960.00
2019-12,102,0,3,460.00,230.00,12,4,345.00
2019-12,102,53,6,115.00,805.00,12,4,690.00
2019-12,103,0,3,345.00,115.00,12,4,345.00
2019-12,104,0,6,115.00,690.00,12,4,690.00
2019-12,106,44,3,132.99,132.99,12,4,398.97
2019-12,107,0,5,132.99,664.95,12,4,664.95
2019-12,110,0,1,132.99,132.99,12,4,132.99
2019-12,110,10,2,398.97,132.99,12,4,265.98
2019-12,110,38,2,664.95,1196.91,12,4,265.98
2019-12,110,47,3,265.98,531.96,12,4,398.97
2019-12,112,48,1,1749.93,499.98,12,4,249.99
2019-12,114,0,2,749.97,249.99,12,4,499.98
2019-12,114,5,1,249.99,249.99,12,4,249.99
2019-12,117,27,1,169.99,509.97,12,4,169.99
2019-12,122,0,3,839.97,1959.93,12,4,839.97
2019-12,123,0,4,559.98,559.98,12,4,1119.96
2019-12,126,0,8,717.00,1290.60,12,4,1147.20
2019-12,129,0,9,400.00,200.00,12,4,1800.00
2019-12,130,0,6,400.00,400.00,12,4,1200.00
2019-12,137,0,3,999.98,3499.93,12,4,1499.97
2019-12,138,0,9,499.99,1499.97,12,4,4499.91
2019-12,140,0,1,499.99,3499.93,12,4,499.99
2019-12,147,0,1,28999.90,8699.97,12,4,2899.99
2019-12,154,0,1,939.94,939.94,12,4,469.97
2019-12,155,0,2,1409.91,4229.73,12,4,939.94
2019-12,157,0,6,2199.98,5499.95,12,4,6599.94
2019-12,176,0,3,380.70,126.90,12,4,380.70
2019-12,182,0,1,119.00,2023.00,12,4,119.00
2019-12,189,0,3,380.70,126.90,12,4,380.70
2019-12,190,0,3,113.80,455.20,12,4,170.70
2019-12,348,0,3,1516.00,758.00,12,4,2274.00
2019-12,362,0,5,2598.00,2598.00,12,4,6495.00
2019-12,381,0,2,3495.00,699.00,12,4,1398.00
2019-12,384,0,1,2274.00,758.00,12,4,758.00
2019-12,386,0,1,7794.00,2598.00,12,4,1299.00
2019-12,395,0,1,2282.00,326.00,12,4,326.00
2019-12,396,0,1,2598.00,3897.00,12,4,1299.00
2019-12,403,0,1,699.00,3495.00,12,4,699.00
2019-12,404,0,1,1299.00,3897.00,12,4,1299.00
2019-12,412,0,3,1531.80,765.90,12,4,1148.85
2019-12,416,0,2,1938.00,969.00,12,4,1938.00
2019-12,416,8,1,7752.00,3876.00,12,4,969.00
2019-12,417,65,1,1797.00,1797.00,12,4,599.00
2019-12,417,66,1,599.00,1198.00,12,4,599.00
2019-12,418,0,5,4859.10,1079.80,12,4,1349.75
2019-12,418,59,8,539.90,1889.65,12,4,2159.60
2019-12,419,0,7,1845.00,1845.00,12,4,2583.00
2019-12,419,9,2,2952.00,738.00,12,4,738.00
2019-12,421,37,4,938.00,1407.00,12,4,1876.00
2019-12,421,45,3,2345.00,469.00,12,4,1407.00
2019-12,421,51,2,1876.00,469.00,12,4,938.00
2019-12,422,0,2,10659.00,5814.00,12,4,1938.00
2019-12,422,10,4,969.00,1938.00,12,4,3876.00
2019-12,422,36,7,2907.00,969.00,12,4,6783.00
2019-12,422,40,4,969.00,2907.00,12,4,3876.00
2019-12,422,51,1,3876.00,2907.00,12,4,969.00
2019-12,423,0,1,8985.00,8985.00,12,4,599.00
2019-12,423,44,1,599.00,599.00,12,4,599.00
2019-12,423,48,5,1198.00,4792.00,12,4,2995.00
2019-12,424,0,2,269.95,2969.45,12,4,539.90
2019-12,424,50,1,539.90,269.95,12,4,269.95
2019-12,424,54,2,1079.80,1889.65,12,4,539.90
2019-12,425,0,1,2583.00,738.00,12,4,369.00
2019-12,426,0,3,2999.40,499.90,12,4,1499.70
2019-12,426,65,5,499.90,499.90,12,4,2499.50
2019-12,427,0,2,6097.00,469.00,12,4,938.00
2019-12,428,0,11,6783.00,16473.00,12,4,10659.00
2019-12,428,66,3,2907.00,969.00,12,4,2907.00
2019-12,429,0,4,2999.50,1799.70,12,4,2399.60
2019-12,429,42,3,599.90,5399.10,12,4,1799.70
2019-12,430,0,15,539.90,539.90,12,4,4049.25
2019-12,430,39,3,809.85,539.90,12,4,809.85
2019-12,431,0,3,369.00,1845.00,12,4,1107.00
2019-12,431,49,9,1107.00,738.00,12,4,3321.00
2019-12,431,61,1,1845.00,369.00,12,4,369.00
2019-12,432,0,1,1499.70,999.80,12,4,499.90
2019-12,432,9,2,1499.70,3499.30,12,4,999.80
2019-12,432,45,2,1499.70,499.90,12,4,999.80
2019-12,432,53,4,3499.30,4999.00,12,4,1999.60
2019-12,433,0,1,1938.00,5814.00,12,4,969.00
2019-12,433,10,4,969.00,3876.00,12,4,3876.00
2019-12,434,0,11,6589.00,2396.00,12,4,6589.00
2019-12,434,56,1,4792.00,4193.00,12,4,599.00
2019-12,434,57,4,1198.00,3594.00,12,4,2396.00
2019-12,434,61,9,1797.00,2995.00,12,4,5391.00
2019-12,435,0,1,539.90,1619.70,12,4,269.95
2019-12,436,0,3,738.00,738.00,12,4,1107.00
2019-12,436,30,1,369.00,1476.00,12,4,369.00
2019-12,436,57,4,369.00,1107.00,12,4,1476.00
2019-12,436,66,2,2214.00,2583.00,12,4,738.00
2019-12,437,53,2,499.90,999.80,12,4,999.80
2019-12,438,44,3,7352.00,2757.00,12,4,2757.00
2019-12,439,43,6,1118.00,559.00,12,4,3354.00
2019-12,440,23,6,1319.70,659.85,12,4,1319.70
2019-12,440,39,2,1759.60,219.95,12,4,439.90
2019-12,440,44,2,219.95,219.95,12,4,439.90
2019-12,441,0,3,229.90,459.80,12,4,689.70
2019-12,442,10,5,809.70,539.80,12,4,1349.50
2019-12,443,0,9,3839.00,698.00,12,4,3141.00
2019-12,443,55,2,1396.00,349.00,12,4,698.00
2019-12,444,0,1,7352.00,1838.00,12,4,919.00
2019-12,444,56,2,6433.00,2757.00,12,4,1838.00
2019-12,445,0,5,4472.00,559.00,12,4,2795.00
2019-12,446,0,9,659.85,1319.70,12,4,1979.55
2019-12,447,0,4,1149.50,689.70,12,4,919.60
2019-12,447,54,1,459.80,229.90,12,4,229.90
2019-12,447,61,5,229.90,1149.50,12,4,1149.50
2019-12,448,0,3,539.80,1349.50,12,4,809.70
2019-12,449,0,6,349.00,698.00,12,4,2094.00
2019-12,449,55,4,1047.00,1047.00,12,4,1396.00
2019-12,451,0,1,5031.00,1677.00,12,4,559.00
2019-12,451,8,2,1677.00,1118.00,12,4,1118.00
2019-12,451,45,9,559.00,559.00,12,4,5031.00
2019-12,451,50,4,559.00,4472.00,12,4,2236.00
2019-12,452,0,3,219.95,219.95,12,4,659.85
2019-12,452,49,4,219.95,219.95,12,4,879.80
2019-12,453,0,6,2299.00,229.90,12,4,1379.40
2019-12,453,44,1,1839.20,1609.30,12,4,229.90
2019-12,453,54,3,229.90,459.80,12,4,689.70
2019-12,454,0,8,2159.20,4318.40,12,4,2159.20
2019-12,454,22,2,539.80,1619.40,12,4,539.80
2019-12,454,49,3,1349.50,1619.40,12,4,809.70
2019-12,455,0,4,3676.00,1838.00,12,4,3676.00
2019-12,456,0,4,559.00,2236.00,12,4,2236.00
2019-12,456,8,1,3354.00,4472.00,12,4,559.00
2019-12,456,10,6,559.00,1118.00,12,4,3354.00
2019-12,457,0,18,879.80,219.95,12,4,3959.10
2019-12,457,55,6,659.85,879.80,12,4,1319.70
2019-12,457,61,4,659.85,439.90,12,4,879.80
2019-12,457,64,1,659.85,659.85,12,4,219.95
2019-12,458,0,18,919.60,2299.00,12,4,4138.20
2019-12,458,9,2,229.90,919.60,12,4,459.80
2019-12,458,48,2,229.90,689.70,12,4,459.80
2019-12,458,51,3,229.90,1149.50,12,4,689.70
2019-12,459,0,1,539.80,1619.40,12,4,269.90
2019-12,460,0,11,4498.50,2099.30,12,4,3298.90
2019-12,460,8,1,899.70,599.80,12,4,299.90
2019-12,460,56,5,1199.60,1499.50,12,4,1499.50
2019-12,470,0,6,645.00,129.00,12,4,774.00
2019-12,471,0,1,198.00,594.00,12,4,99.00
2019-12,490,0,1,869.00,2607.00,12,4,869.00
2019-12,492,0,2,1358.00,679.00,12,4,1358.00
2019-12,506,0,7,679.00,679.00,12,4,4753.00
2019-12,510,0,7,895.00,358.00,12,4,1253.00
2019-12,515,0,5,118.00,531.00,12,4,295.00
2019-12,520,0,1,5432.00,1358.00,12,4,679.00
2019-12,536,0,2,297.00,297.00,12,4,198.00
2019-12,547,0,8,2008.00,1506.00,12,4,2008.00
2019-12,563,0,1,16065.00,13770.00,12,4,2295.00
2019-12,578,0,1,6993.00,1998.00,12,4,999.00
2019-12,600,0,1,14994.00,19992.00,12,4,2499.00
2019-12,621,0,3,695.00,834.00,12,4,417.00
2019-12,630,0,4,502.00,251.00,12,4,1004.00
2019-12,643,0,9,338.00,169.00,12,4,1521.00
2019-12,646,0,1,219.00,438.00,12,4,219.00
2019-12,647,0,1,87.00,348.00,12,4,87.00
2019-12,648,0,8,474.00,79.00,12,4,632.00
2019-12,680,0,2,696.00,812.00,12,4,232.00
2019-12,683,0,5,1161.00,129.00,12,4,645.00
2019-12,687,0,5,418.00,418.00,12,4,1045.00
2019-12,703,0,2,627.00,1045.00,12,4,418.00
2019-12,713,0,4,160.00,160.00,12,4,640.00
2019-12,737,0,2,318.00,1431.00,12,4,318.00
2019-12,851,0,1,461.80,461.80,12,4,230.90
2019-12,886,0,2,150.00,750.00,12,4,300.00
2019-12,962,0,1,1692.00,564.00,12,4,188.00
2019-12,985,0,6,1155.00,924.00,12,4,1386.00
2019-12,1003,0,10,660.00,165.00,12,4,1650.00
2019-12,1018,0,2,188.00,752.00,12,4,376.00
2019-12,1025,0,1,196.90,196.90,12,4,196.90
2019-12,1054,0,7,312.00,1248.00,12,4,2184.00
2019-12,1055,0,6,338.00,338.00,12,4,2028.00
2019-12,1069,0,2,588.00,1176.00,12,4,1176.00
2019-12,1094,0,1,664.00,332.00,12,4,332.00
2019-12,1196,0,1,422.00,844.00,12,4,422.00
2019-12,1203,0,3,7840.00,980.00,12,4,2940.00
2019-12,1213,0,2,1190.00,510.00,12,4,340.00
2019-12,1243,0,10,752.00,752.00,12,4,1880.00
2019-12,1247,0,7,199.96,99.98,12,4,349.93
2019-12,1256,0,9,39.98,39.98,12,4,179.91
2019-12,1264,8,1,139.98,349.95,12,4,69.99
2019-12,1266,0,1,49.96,349.72,12,4,49.96
2019-12,1267,0,14,299.76,199.84,12,4,699.44
2019-12,1268,0,4,49.96,349.72,12,4,199.84
2019-12,1271,0,3,13.90,13.90,12,4,20.85
2019-12,1276,0,4,104.26,52.13,12,4,208.52
2019-12,1291,0,8,733.10,366.55,12,4,2932.40
2019-12,1292,0,4,3665.50,1099.65,12,4,1466.20
2019-12,1298,0,6,25.00,75.00,12,4,150.00
2019-12,1304,0,1,136.00,204.00,12,4,68.00
2019-12,1308,0,4,28.00,168.00,12,4,112.00
2019-12,1312,0,1,410.00,410.00,12,4,205.00
2019-12,1321,0,2,260.91,86.97,12,4,57.98
2019-12,1325,0,4,199.95,119.97,12,4,159.96
2019-12,1328,0,3,149.97,99.98,12,4,149.97
2019-12,1333,0,8,197.94,164.95,12,4,263.92
2019-12,1334,0,1,323.91,323.91,12,4,35.99
2019-12,1342,0,3,168.00,84.00,12,4,126.00
2019-12,1349,0,4,29.97,29.97,12,4,39.96
2019-12,1357,0,2,77.98,38.99,12,4,77.98
2019-12,1374,0,2,48.00,32.00,12,4,32.00
2019-12,1388,0,2,98.97,32.99,12,4,65.98
2019-12,1399,0,2,428.87,98.97,12,4,65.98
2019-12,1401,0,7,120.57,200.95,12,4,281.33
2019-12,1408,0,7,4232.00,2116.00,12,4,3703.00
2019-12,1409,0,6,1767.00,1178.00,12,4,3534.00
2019-12,1412,56,8,1156.00,2023.00,12,4,2312.00
2019-12,1414,0,1,1280.00,1280.00,12,4,256.00
2019-12,1416,0,1,616.00,924.00,12,4,308.00
2019-12,1419,0,12,1290.00,516.00,12,4,3096.00
2019-12,1425,0,4,1587.00,3703.00,12,4,2116.00
2019-12,1426,0,2,1767.00,6479.00,12,4,1178.00
2019-12,1427,0,2,230.00,690.00,12,4,460.00
2019-12,1428,0,5,268.00,1340.00,12,4,1340.00
2019-12,1429,0,5,2601.00,578.00,12,4,1445.00
2019-12,1430,0,2,2093.00,299.00,12,4,598.00
2019-12,1432,0,1,300.00,2700.00,12,4,300.00
2019-12,1433,0,3,2156.00,3696.00,12,4,924.00
2019-12,1434,0,4,268.00,268.00,12,4,1072.00
2019-12,1435,0,3,1465.00,293.00,12,4,879.00
2019-12,1436,0,3,516.00,258.00,12,4,774.00
2019-12,1438,0,2,1160.00,1160.00,12,4,580.00
2019-12,1442,0,10,1058.00,1058.00,12,4,5290.00
2019-12,1443,0,2,1767.00,2945.00,12,4,1178.00
2019-12,1446,0,1,867.00,867.00,12,4,289.00
2019-12,1449,0,2,900.00,600.00,12,4,600.00
2019-12,1450,0,1,3080.00,308.00,12,4,308.00
2019-12,1452,9,3,2051.00,293.00,12,4,879.00
2019-12,1453,0,2,258.00,258.00,12,4,516.00
2019-12,1454,0,2,398.00,398.00,12,4,398.00
2019-12,1455,0,8,290.00,1740.00,12,4,2320.00
2019-12,1456,0,3,602.00,2107.00,12,4,903.00
2019-12,1460,9,5,1800.00,900.00,12,4,1500.00
2019-12,1461,0,3,1232.00,308.00,12,4,924.00
2019-12,1464,0,1,774.00,258.00,12,4,258.00
2019-12,1465,38,3,398.00,398.00,12,4,597.00
2019-12,1466,0,10,580.00,870.00,12,4,2900.00
2019-12,1476,0,1,864.00,3456.00,12,4,288.00
2019-12,1478,0,3,600.00,1500.00,12,4,900.00
2019-12,1481,0,8,1603.00,1603.00,12,4,1832.00
2019-12,1483,0,7,269.00,3497.00,12,4,1883.00
2019-12,1487,0,4,1068.00,1068.00,12,4,1068.00
2019-12,1493,0,2,538.00,1614.00,12,4,538.00
2019-12,1494,0,2,832.00,208.00,12,4,416.00
2019-12,1512,0,1,239.00,956.00,12,4,239.00
2019-12,1513,0,7,1883.00,807.00,12,4,1883.00
2019-12,1514,0,1,1248.00,208.00,12,4,208.00
2019-12,1517,0,2,267.00,1602.00,12,4,534.00
2019-12,1520,0,4,560.00,560.00,12,4,1120.00
2019-12,1521,0,7,930.00,310.00,12,4,2170.00
2019-12,1523,0,5,299.00,897.00,12,4,1495.00
2019-12,1529,0,2,255.00,255.00,12,4,510.00
2019-12,1534,0,2,796.00,796.00,12,4,796.00
2019-12,1539,0,3,1550.00,1240.00,12,4,930.00
2019-12,1546,0,4,604.00,906.00,12,4,1208.00
2019-12,1548,0,1,266.00,1862.00,12,4,266.00
2019-12,1551,0,7,299.00,1495.00,12,4,2093.00
2019-12,1554,0,2,596.00,894.00,12,4,596.00
2019-12,1559,0,2,2392.00,2093.00,12,4,598.00
2019-12,1563,0,6,268.00,536.00,12,4,1608.00
2019-12,1565,0,2,765.00,255.00,12,4,510.00
2019-12,1568,0,3,1120.00,560.00,12,4,840.00
2019-12,1571,0,7,56.99,113.98,12,4,398.93
2019-12,1572,44,4,173.97,57.99,12,4,231.96
2019-12,1573,0,3,235.96,412.93,12,4,176.97
2019-12,1573,45,8,353.94,176.97,12,4,471.92
2019-12,1574,0,7,59.99,179.97,12,4,419.93
2019-12,1576,8,3,12.99,38.97,12,4,38.97
2019-12,1576,53,8,12.99,12.99,12,4,103.92
2019-12,1577,0,10,219.00,438.00,12,4,2190.00
2019-12,1577,61,2,219.00,438.00,12,4,438.00
2019-12,1578,0,5,438.00,876.00,12,4,1095.00
2019-12,1580,0,2,1314.00,876.00,12,4,438.00
2019-12,1580,50,1,1314.00,1752.00,12,4,219.00
2019-12,1581,0,4,1095.00,219.00,12,4,876.00
2019-12,1581,47,7,1314.00,219.00,12,4,1533.00
2019-12,1581,54,1,2190.00,219.00,12,4,219.00
2019-12,1582,0,3,53.97,17.99,12,4,53.97
2019-12,1583,0,3,13.89,27.78,12,4,41.67
2019-12,1583,9,8,111.12,41.67,12,4,111.12
2019-12,1584,0,19,69.93,9.99,12,4,189.81
2019-12,1585,0,1,22.89,160.23,12,4,22.89
2019-12,1586,0,1,88.62,37.98,12,4,12.66
2019-12,1586,10,3,25.32,75.96,12,4,37.98
2019-12,1586,53,2,37.98,75.96,12,4,25.32
2019-12,1587,0,5,107.94,17.99,12,4,89.95
2019-12,1587,47,3,17.99,17.99,12,4,53.97
2019-12,1588,0,6,41.67,138.90,12,4,83.34
2019-12,1590,0,9,160.23,183.12,12,4,206.01
2019-12,1591,0,1,50.64,12.66,12,4,12.66
2019-12,1592,47,2,35.98,17.99,12,4,35.98
2019-12,1592,61,1,35.98,17.99,12,4,17.99
2019-12,1593,0,3,69.45,125.01,12,4,41.67
2019-12,1593,59,3,69.45,27.78,12,4,41.67
2019-12,1594,36,3,9.99,29.97,12,4,29.97
2019-12,1594,43,3,99.90,9.99,12,4,29.97
2019-12,1596,0,2,50.64,12.66,12,4,25.32
2019-12,1597,34,1,578.80,231.52,12,4,57.88
2019-12,1597,44,7,405.16,231.52,12,4,405.16
2019-12,1598,0,7,57.88,57.88,12,4,405.16
2019-12,1598,51,3,289.40,57.88,12,4,173.64
2019-12,1599,0,1,231.52,57.88,12,4,57.88
2019-12,1599,51,1,57.88,115.76,12,4,57.88
2019-12,1600,0,5,752.44,115.76,12,4,289.40
2019-12,1600,57,2,463.04,173.64,12,4,115.76
2019-12,1601,36,3,159.99,479.97,12,4,479.97
2019-12,1601,54,9,479.97,159.99,12,4,1439.91
2019-12,1602,0,8,179.99,719.96,12,4,1439.92
2019-12,1602,65,4,1619.91,359.98,12,4,719.96
2019-12,1603,57,2,1099.90,109.99,12,4,219.98
2019-12,1604,0,3,519.98,259.99,12,4,779.97
2019-12,1604,66,1,1559.94,259.99,12,4,259.99
2019-12,1605,0,8,579.98,1449.95,12,4,2319.92
2019-12,1606,0,3,159.99,319.98,12,4,479.97
2019-12,1606,57,8,319.98,159.99,12,4,1279.92
2019-12,1607,66,2,719.96,179.99,12,4,359.98
2019-12,1608,0,6,659.94,549.95,12,4,659.94
2019-12,1609,8,1,779.97,1559.94,12,4,259.99
2019-12,1610,0,1,289.99,869.97,12,4,289.99
2019-12,1611,0,3,959.94,479.97,12,4,479.97
2019-12,1613,0,10,329.97,219.98,12,4,1099.90
2019-12,1614,37,7,259.99,259.99,12,4,1819.93
2019-12,1614,59,3,519.98,1039.96,12,4,779.97
2019-12,1614,65,1,779.97,259.99,12,4,259.99
2019-12,1615,0,1,1449.95,1159.96,12,4,289.99
2019-12,1616,0,4,398.93,227.96,12,4,227.96
2019-12,1616,49,2,56.99,113.98,12,4,113.98
2019-12,1617,0,6,115.98,231.96,12,4,347.94
2019-12,1619,0,5,59.99,479.92,12,4,299.95
2019-12,1620,43,1,426.93,121.98,12,4,60.99
2019-12,1621,57,1,25.98,129.90,12,4,12.99
2019-12,1622,0,6,1533.00,219.00,12,4,1314.00
2019-12,1622,43,1,2190.00,438.00,12,4,219.00
2019-12,1623,47,10,876.00,219.00,12,4,2190.00
2019-12,1623,50,4,1533.00,657.00,12,4,876.00
2019-12,1624,57,1,219.00,219.00,12,4,219.00
2019-12,1625,47,8,657.00,219.00,12,4,1752.00
2019-12,1626,0,9,3723.00,438.00,12,4,1971.00
2019-12,1627,0,1,53.97,125.93,12,4,17.99
2019-12,1627,9,4,143.92,35.98,12,4,71.96
2019-12,1628,0,1,13.89,41.67,12,4,13.89
2019-12,1628,44,3,13.89,83.34,12,4,41.67
2019-12,1629,0,6,19.98,19.98,12,4,59.94
2019-12,1629,61,2,49.95,19.98,12,4,19.98
2019-12,1630,0,1,91.56,45.78,12,4,22.89
2019-12,1631,0,2,12.66,101.28,12,4,25.32
2019-12,1632,9,1,17.99,17.99,12,4,17.99
2019-12,1632,51,2,35.98,35.98,12,4,35.98
2019-12,1633,0,1,97.23,97.23,12,4,13.89
2019-12,1634,0,1,9.99,49.95,12,4,9.99
2019-12,1635,0,2,22.89,45.78,12,4,45.78
2019-12,1636,0,3,88.62,25.32,12,4,37.98
2019-12,1636,47,2,63.30,37.98,12,4,25.32
2019-12,1637,0,2,17.99,53.97,12,4,35.98
2019-12,1637,54,1,71.96,53.97,12,4,17.99
2019-12,1638,0,1,13.89,41.67,12,4,13.89
2019-12,1638,66,7,13.89,13.89,12,4,97.23
2019-12,1639,0,5,49.95,139.86,12,4,49.95
2019-12,1640,0,4,68.67,45.78,12,4,91.56
2019-12,1641,44,1,25.32,12.66,12,4,12.66
2019-12,1642,50,3,57.88,57.88,12,4,173.64
2019-12,1643,0,6,57.88,405.16,12,4,347.28
2019-12,1644,0,10,173.64,405.16,12,4,578.80
2019-12,1644,54,1,173.64,115.76,12,4,57.88
2019-12,1644,55,5,57.88,57.88,12,4,289.40
2019-12,1645,0,5,57.88,57.88,12,4,289.40
2019-12,1646,0,1,159.99,479.97,12,4,159.99
2019-12,1646,47,3,479.97,319.98,12,4,479.97
2019-12,1646,59,2,479.97,639.96,12,4,319.98
2019-12,1646,64,1,319.98,319.98,12,4,159.99
2019-12,1647,0,7,179.99,1439.92,12,4,1259.93
2019-12,1647,48,3,359.98,179.99,12,4,539.97
2019-12,1648,54,7,1209.89,219.98,12,4,769.93
2019-12,1649,10,3,1299.95,2599.90,12,4,779.97
2019-12,1650,0,8,2029.93,4639.84,12,4,2319.92
2019-12,1650,9,4,289.99,1739.94,12,4,1159.96
2019-12,1650,49,2,579.98,869.97,12,4,579.98
2019-12,1652,0,10,1259.93,1079.94,12,4,1799.90
2019-12,1653,0,1,659.94,219.98,12,4,109.99
2019-12,1654,0,3,1819.93,2599.90,12,4,779.97
2019-12,1655,0,3,289.99,2609.91,12,4,869.97
2019-12,1656,0,18,319.98,479.97,12,4,2879.82
2019-12,1657,0,16,359.98,719.96,12,4,2879.84
2019-12,1658,0,3,109.99,769.93,12,4,329.97
2019-12,1659,0,4,1299.95,2339.91,12,4,1039.96
2019-12,1660,10,9,2029.93,1159.96,12,4,2609.91
2019-12,1661,0,17,49.50,5.50,12,4,93.50
2019-12,1661,61,3,44.00,27.50,12,4,16.50
2019-12,1662,0,6,20.97,62.91,12,4,41.94
2019-12,1663,0,3,62.01,34.45,12,4,20.67
2019-12,1665,0,4,9.98,34.93,12,4,19.96
2019-12,1665,57,7,9.98,4.99,12,4,34.93
2019-12,1666,0,5,16.89,33.78,12,4,84.45
2019-12,1667,0,2,38.50,16.50,12,4,11.00
2019-12,1667,54,1,16.50,11.00,12,4,5.50
2019-12,1668,0,8,6.99,20.97,12,4,55.92
2019-12,1669,0,1,20.67,110.24,12,4,6.89
2019-12,1670,0,9,17.98,26.97,12,4,80.91
2019-12,1672,0,4,168.90,50.67,12,4,67.56
2019-12,1675,0,20,75.79,55.12,12,4,137.80
2019-12,1675,8,6,20.67,13.78,12,4,41.34
2019-12,1676,0,6,17.98,62.93,12,4,53.94
2019-12,1678,0,1,50.67,118.23,12,4,16.89
2019-12,1680,0,3,13.98,41.94,12,4,20.97
2019-12,1681,0,12,96.46,68.90,12,4,82.68
2019-12,1682,0,2,26.97,35.96,12,4,17.98
2019-12,1682,50,2,17.98,53.94,12,4,17.98
2019-12,1683,0,8,9.98,14.97,12,4,39.92
2019-12,1685,44,7,10.78,5.39,12,4,37.73
2019-12,1687,23,5,68.80,13.76,12,4,34.40
2019-12,1688,24,2,17.76,26.64,12,4,17.76
2019-12,1688,54,3,88.80,26.64,12,4,26.64
2019-12,1689,0,3,54.78,9.96,12,4,14.94
2019-12,1691,0,7,32.34,48.51,12,4,37.73
2019-12,1692,0,15,48.93,48.93,12,4,104.85
2019-12,1693,0,2,27.52,6.88,12,4,13.76
2019-12,1694,10,2,8.88,26.64,12,4,17.76
2019-12,1696,0,1,84.95,101.94,12,4,16.99
2019-12,1697,0,8,26.95,10.78,12,4,43.12
2019-12,1698,0,1,48.93,34.95,12,4,6.99
2019-12,1699,43,1,41.28,48.16,12,4,6.88
2019-12,1700,0,4,17.76,62.16,12,4,35.52
2019-12,1701,0,6,39.84,24.90,12,4,29.88
2019-12,1702,0,7,33.98,33.98,12,4,118.93
2019-12,1704,0,9,6.99,41.94,12,4,62.91
2019-12,1705,0,8,27.52,103.20,12,4,55.04
2019-12,1706,0,5,53.28,53.28,12,4,44.40
2019-12,1707,0,2,350.65,140.26,12,4,140.26
2019-12,1724,0,2,168.00,168.00,12,4,112.00
2019-12,1725,0,2,224.00,448.00,12,4,112.00
2019-12,1728,0,2,319.20,319.20,12,4,159.60
2019-12,1729,0,2,155.36,466.08,12,4,155.36
2019-12,1733,0,7,22.79,159.53,12,4,159.53
2019-12,1734,0,2,84.00,28.00,12,4,56.00
2019-12,1736,0,1,84.00,196.00,12,4,28.00
2019-12,1737,0,1,196.00,56.00,12,4,28.00
2019-12,1739,0,7,28.00,84.00,12,4,196.00
2019-12,1743,0,4,56.00,28.00,12,4,112.00
2019-12,1749,48,10,218.00,218.00,12,4,1090.00
2019-12,1752,0,2,89.00,267.00,12,4,178.00
2019-12,1754,0,3,267.00,89.00,12,4,267.00
2019-12,1757,0,2,167.70,279.50,12,4,111.80
2019-12,1759,0,5,419.56,839.12,12,4,524.45
2019-12,1766,0,3,432.00,162.00,12,4,162.00
2019-12,1767,0,1,34.00,204.00,12,4,34.00
2019-12,1781,0,3,215.00,129.00,12,4,129.00
2019-12,1784,0,9,43.00,301.00,12,4,387.00
2019-12,1786,0,7,258.00,86.00,12,4,301.00
2019-12,1795,0,2,301.00,86.00,12,4,86.00
2019-12,1806,0,1,64.00,32.00,12,4,32.00
2019-12,1815,0,6,64.00,96.00,12,4,192.00
2019-12,1816,0,3,96.00,64.00,12,4,96.00
2019-12,1817,0,3,96.00,64.00,12,4,96.00
2019-12,1818,57,4,64.00,64.00,12,4,128.00
2019-12,1821,0,3,96.00,128.00,12,4,96.00
2019-12,1823,0,1,96.00,32.00,12,4,32.00
2019-12,1940,0,1,4495.00,6293.00,12,4,899.00
2019-12,2008,0,9,199.99,199.99,12,4,1799.91
2019-12,2014,0,2,1799.91,399.98,12,4,399.98
2019-12,2018,0,3,379.96,284.97,12,4,284.97
2019-12,2043,0,8,665.94,1331.88,12,4,5327.52
2019-12,2083,0,9,999.90,599.94,12,4,899.91
2019-12,2086,0,5,2632.50,1755.00,12,4,4387.50
2019-12,2086,54,2,877.50,877.50,12,4,1755.00
2019-12,2089,0,4,772.50,257.50,12,4,1030.00
2019-12,2089,48,3,772.50,772.50,12,4,772.50
2019-12,2091,0,1,877.50,5265.00,12,4,877.50
2019-12,2093,0,2,2032.00,3048.00,12,4,1016.00
2019-12,2094,0,2,1287.50,257.50,12,4,515.00
2019-12,2098,0,1,508.00,2032.00,12,4,508.00
2019-12,2101,0,4,877.50,1755.00,12,4,3510.00
2019-12,2103,0,2,1016.00,2032.00,12,4,1016.00
2019-12,2103,50,3,508.00,2032.00,12,4,1524.00
2019-12,2114,8,3,515.00,772.50,12,4,772.50
2019-12,2115,0,4,877.50,877.50,12,4,3510.00
